Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type,Weather_Label
2.0,100,10.5,100.0,Overcast,990.79,0,Winter,3.0,Mountain,Snowy,2
21.0,46,7.5,18.0,Clear,1012.01,7,Summer,6.0,Coastal,Sunny,3
-2.0,72,9.5,98.0,Overcast,991.7,1,Winter,1.5,Mountain,Snowy,2
31.0,95,19.0,51.0,Overcast,1013.15,3,Spring,2.5,Mountain,Rainy,1
24.0,77,13.5,89.0,Partly Cloudy,1019.08,2,Summer,4.0,Inland,Rainy,1
26.0,68,15.0,53.0,Partly Cloudy,1014.58,3,Winter,2.5,Inland,Rainy,1
60.0,86,12.0,86.0,Overcast,1003.36,9,Autumn,2.0,Inland,Cloudy,0
22.0,72,11.0,23.0,Overcast,1015.73,2,Winter,5.5,Inland,Cloudy,0
48.0,79,12.0,88.0,Partly Cloudy,1049.7312500000003,4,Autumn,14.25,Mountain,Snowy,2
32.0,58,6.5,4.0,Clear,1023.83,6,Summer,9.0,Mountain,Sunny,3
-10.0,63,17.5,70.0,Partly Cloudy,993.68,0,Winter,3.5,Mountain,Snowy,2
26.0,67,10.0,27.0,Partly Cloudy,1002.53,4,Summer,6.5,Inland,Cloudy,0
35.0,58,3.0,19.0,Clear,1015.4,5,Winter,5.0,Mountain,Sunny,3
11.0,76,6.0,71.0,Partly Cloudy,974.29,7,Summer,9.0,Coastal,Rainy,1
26.0,27,5.5,14.0,Partly Cloudy,1027.6,7,Spring,7.5,Coastal,Sunny,3
43.0,50,8.0,16.0,Partly Cloudy,1017.68,5,Summer,5.5,Coastal,Sunny,3
33.0,58,8.0,41.0,Overcast,1017.0,2,Winter,8.0,Coastal,Cloudy,0
5.0,71,9.5,93.0,Overcast,985.82,6,Winter,6.0,Mountain,Snowy,2
23.0,62,10.0,20.0,Overcast,1003.85,3,Winter,9.0,Mountain,Cloudy,0
-6.0,94,2.5,93.0,Overcast,989.21,1,Winter,1.5,Inland,Snowy,2
8.0,87,10.0,100.0,Overcast,998.66,1,Winter,0.5,Mountain,Snowy,2
-6.0,100,26.25,82.0,Overcast,995.73,1,Winter,1.5,Mountain,Snowy,2
31.0,62,6.0,21.0,Partly Cloudy,1015.8,1,Autumn,5.5,Inland,Cloudy,0
32.0,27,8.0,18.0,Partly Cloudy,1010.28,8,Spring,5.5,Inland,Sunny,3
51.0,85,13.5,77.0,Clear,1025.39,12,Autumn,5.0,Mountain,Sunny,3
20.0,86,14.0,64.0,Overcast,1000.52,1,Autumn,2.0,Coastal,Rainy,1
22.0,58,13.5,20.0,Overcast,1003.77,3,Winter,7.5,Mountain,Cloudy,0
15.0,74,19.0,81.0,Partly Cloudy,1017.45,1,Summer,1.5,Inland,Rainy,1
11.0,82,14.5,96.0,Overcast,1014.44,8,Autumn,7.0,Inland,Cloudy,0
19.0,79,11.0,53.0,Overcast,1016.38,2,Spring,4.0,Mountain,Rainy,1
-14.0,48,5.0,74.0,Partly Cloudy,1022.96,8,Spring,5.5,Coastal,Rainy,1
14.0,80,13.0,78.0,Clear,1011.38,4,Autumn,1.5,Mountain,Sunny,3
27.0,73,12.5,26.0,Partly Cloudy,1008.72,4,Winter,6.0,Mountain,Cloudy,0
21.0,25,1.0,14.0,Clear,1016.38,5,Autumn,7.0,Coastal,Sunny,3
-4.0,89,15.5,75.0,Partly Cloudy,994.04,1,Winter,2.5,Mountain,Snowy,2
2.0,70,17.0,96.0,Partly Cloudy,992.06,0,Winter,4.5,Inland,Snowy,2
-3.0,98,0.5,60.0,Partly Cloudy,991.41,0,Winter,2.0,Mountain,Snowy,2
42.0,28,8.0,1.0,Partly Cloudy,1019.49,9,Spring,6.5,Mountain,Sunny,3
18.0,91,18.0,91.0,Partly Cloudy,1000.55,1,Autumn,2.5,Coastal,Rainy,1
10.0,88,18.5,92.0,Overcast,998.65,6,Winter,1.5,Coastal,Rainy,1
50.0,72,26.25,86.0,Partly Cloudy,1001.25,6,Winter,1.0,Inland,Rainy,1
29.0,63,11.5,52.0,Overcast,1017.35,2,Summer,2.0,Inland,Rainy,1
37.0,62,6.0,6.0,Clear,1021.37,11,Summer,7.0,Inland,Sunny,3
16.0,87,14.0,50.0,Overcast,1001.96,0,Summer,4.5,Mountain,Rainy,1
28.0,52,13.5,30.0,Partly Cloudy,1011.14,3,Spring,5.0,Coastal,Cloudy,0
16.0,78,15.0,55.0,Overcast,1012.87,0,Summer,1.0,Mountain,Rainy,1
11.0,50,14.0,15.0,Overcast,1003.19,4,Summer,5.5,Mountain,Cloudy,0
18.0,61,5.0,19.0,Partly Cloudy,1011.7,2,Spring,6.5,Inland,Cloudy,0
1.0,65,8.0,62.0,Overcast,996.55,0,Winter,5.0,Mountain,Snowy,2
12.0,70,2.5,43.0,Partly Cloudy,1016.35,2,Autumn,6.5,Coastal,Cloudy,0
12.0,22,1.0,66.0,Partly Cloudy,961.8412499999998,13,Winter,3.0,Inland,Cloudy,0
12.0,97,5.5,86.0,Overcast,1005.53,3,Winter,3.0,Mountain,Rainy,1
3.0,73,10.5,65.0,Partly Cloudy,993.69,1,Winter,2.5,Mountain,Snowy,2
-7.0,79,13.0,86.0,Overcast,989.76,0,Winter,1.5,Mountain,Snowy,2
21.0,28,7.5,14.0,Clear,1015.26,10,Summer,5.5,Inland,Sunny,3
39.0,74,9.0,87.0,Overcast,1000.45,7,Winter,8.0,Inland,Cloudy,0
26.0,75,17.0,61.0,Overcast,1002.64,0,Summer,1.0,Coastal,Rainy,1
0.0,82,17.0,50.0,Overcast,988.71,1,Winter,4.5,Mountain,Snowy,2
27.0,69,3.0,33.0,Overcast,1018.37,4,Spring,6.5,Coastal,Cloudy,0
22.0,21,4.5,19.0,Clear,1026.59,5,Summer,5.0,Coastal,Sunny,3
13.0,75,0.5,33.0,Overcast,1006.64,1,Spring,8.0,Mountain,Cloudy,0
25.0,74,0.0,33.0,Partly Cloudy,1011.2,1,Summer,8.0,Coastal,Cloudy,0
30.0,81,17.0,51.0,Overcast,995.93,0,Autumn,1.0,Inland,Rainy,1
15.0,73,23.0,86.0,Partly Cloudy,990.25,2,Spring,1.0,Coastal,Rainy,1
23.0,28,5.0,0.0,Partly Cloudy,1016.71,11,Winter,10.0,Mountain,Sunny,3
37.0,62,3.0,18.0,Clear,1022.64,10,Winter,9.0,Coastal,Sunny,3
-8.0,95,23.5,100.0,Overcast,985.07,5,Winter,3.5,Inland,Snowy,2
5.0,36,14.5,68.0,Cloudy,1049.7312500000003,1,Autumn,14.25,Inland,Rainy,1
21.0,97,19.5,74.0,Overcast,996.4,3,Spring,3.5,Inland,Rainy,1
17.0,51,10.5,21.0,Overcast,1006.16,2,Summer,8.0,Inland,Cloudy,0
22.0,71,9.5,55.0,Overcast,1018.77,1,Summer,3.5,Coastal,Rainy,1
36.0,66,2.0,13.0,Clear,1010.25,6,Summer,6.5,Inland,Sunny,3
25.0,65,7.0,0.0,Clear,1014.06,10,Winter,5.0,Coastal,Sunny,3
27.0,55,4.5,35.0,Partly Cloudy,1013.66,1,Spring,5.5,Inland,Cloudy,0
54.0,100,26.0,83.0,Overcast,992.65,1,Winter,0.5,Inland,Rainy,1
28.0,51,6.5,8.0,Partly Cloudy,1011.58,10,Autumn,8.5,Mountain,Sunny,3
34.0,69,7.5,32.0,Overcast,1019.04,2,Spring,8.5,Mountain,Cloudy,0
2.0,86,1.5,76.0,Overcast,990.66,1,Winter,2.5,Inland,Snowy,2
16.0,58,7.5,38.0,Partly Cloudy,1001.5,1,Winter,7.5,Coastal,Cloudy,0
-7.0,85,2.0,99.0,Partly Cloudy,993.79,0,Winter,2.5,Inland,Snowy,2
-3.0,81,6.0,87.0,Overcast,985.5,0,Winter,4.5,Mountain,Snowy,2
42.0,39,7.5,17.0,Partly Cloudy,1029.23,5,Spring,9.5,Inland,Sunny,3
-5.0,69,17.0,76.0,Overcast,981.49,1,Winter,3.5,Inland,Snowy,2
12.0,69,17.5,73.0,Overcast,990.32,2,Autumn,2.0,Coastal,Rainy,1
10.0,58,8.5,40.0,Cloudy,1049.7312500000003,5,Winter,14.25,Coastal,Snowy,2
10.0,98,14.0,97.0,Overcast,1007.79,1,Spring,4.5,Inland,Rainy,1
23.0,28,6.5,7.0,Clear,1022.75,5,Summer,8.5,Coastal,Sunny,3
37.0,100,22.0,94.0,Overcast,1019.37,0,Autumn,1.5,Mountain,Rainy,1
24.0,79,12.0,12.0,Partly Cloudy,1013.39,3,Spring,6.0,Coastal,Cloudy,0
36.0,96,26.25,91.0,Partly Cloudy,996.7,10,Winter,3.0,Mountain,Rainy,1
44.0,29,1.0,12.0,Clear,1012.63,10,Autumn,6.0,Inland,Sunny,3
47.0,100,8.0,94.0,Overcast,1003.87,3,Summer,10.5,Mountain,Cloudy,0
70.0,71,6.5,89.0,Clear,1028.88,6,Autumn,5.0,Mountain,Sunny,3
30.0,72,5.5,97.0,Overcast,1011.47,0,Spring,4.0,Coastal,Rainy,1
10.0,94,13.5,62.0,Overcast,1005.18,1,Autumn,5.0,Coastal,Rainy,1
28.0,59,9.0,37.0,Overcast,1004.99,2,Spring,6.0,Inland,Cloudy,0
39.0,24,5.5,9.0,Partly Cloudy,1025.3,9,Winter,7.0,Coastal,Sunny,3
16.0,100,26.25,72.0,Overcast,993.43,14,Summer,5.0,Inland,Rainy,1
18.0,94,2.5,100.0,Partly Cloudy,1018.62,11,Summer,6.0,Coastal,Cloudy,0
23.0,25,10.0,15.0,Clear,1016.92,7,Spring,8.5,Mountain,Sunny,3
29.0,34,0.5,17.0,Clear,1017.92,10,Spring,6.0,Inland,Sunny,3
34.0,50,7.5,41.0,Partly Cloudy,1012.99,2,Winter,7.0,Coastal,Cloudy,0
29.0,61,14.0,33.0,Overcast,1004.54,3,Autumn,5.5,Coastal,Cloudy,0
9.0,100,26.25,100.0,Partly Cloudy,1019.52,10,Spring,3.0,Coastal,Cloudy,0
-6.0,100,8.0,88.0,Partly Cloudy,995.28,5,Winter,1.5,Mountain,Snowy,2
12.0,74,16.0,78.0,Overcast,994.11,2,Winter,2.0,Coastal,Rainy,1
66.0,83,20.5,100.0,Partly Cloudy,1005.29,10,Summer,6.5,Inland,Cloudy,0
33.0,34,10.0,2.0,Partly Cloudy,1020.04,8,Summer,9.5,Mountain,Sunny,3
-8.0,85,9.0,91.0,Partly Cloudy,987.23,1,Winter,2.0,Mountain,Snowy,2
29.0,95,15.0,56.0,Overcast,1005.12,2,Autumn,3.0,Mountain,Rainy,1
37.0,50,2.5,9.0,Clear,1016.98,5,Spring,7.0,Inland,Sunny,3
-2.0,63,7.5,94.0,Overcast,980.74,0,Winter,1.5,Inland,Snowy,2
-16.0,48,9.0,76.0,Cloudy,1049.7312500000003,8,Spring,2.5,Inland,Cloudy,0
21.0,68,3.0,30.0,Partly Cloudy,1019.34,1,Autumn,8.0,Coastal,Cloudy,0
36.0,21,4.5,19.0,Clear,1020.62,6,Winter,6.5,Coastal,Sunny,3
20.0,51,3.5,34.0,Partly Cloudy,1001.09,4,Autumn,7.0,Inland,Cloudy,0
21.0,76,7.0,57.0,Overcast,1014.41,3,Autumn,1.5,Coastal,Rainy,1
12.0,62,5.5,79.0,Partly Cloudy,1012.12,4,Winter,5.5,Coastal,Rainy,1
12.0,77,4.0,45.0,Partly Cloudy,1008.41,4,Spring,8.5,Inland,Cloudy,0
10.0,57,8.5,36.0,Partly Cloudy,1011.7,4,Summer,8.0,Coastal,Cloudy,0
34.0,31,5.0,6.0,Clear,1013.68,7,Spring,7.0,Inland,Sunny,3
31.0,96,14.5,92.0,Overcast,1000.22,12,Summer,10.0,Mountain,Cloudy,0
13.0,97,8.5,96.0,Overcast,1017.24,3,Autumn,3.5,Coastal,Rainy,1
32.0,96,6.5,55.0,Overcast,1002.53,2,Summer,2.5,Coastal,Rainy,1
-15.0,71,14.5,41.0,Partly Cloudy,961.8412499999998,13,Winter,11.5,Coastal,Sunny,3
36.0,81,7.5,100.0,Overcast,1004.2,8,Autumn,6.0,Coastal,Cloudy,0
23.0,43,5.0,7.0,Clear,1021.71,6,Autumn,9.0,Mountain,Sunny,3
30.0,59,5.5,49.0,Partly Cloudy,1001.22,1,Spring,7.5,Inland,Cloudy,0
-2.0,74,7.0,83.0,Overcast,999.2,0,Winter,4.0,Inland,Snowy,2
15.0,88,11.0,60.0,Partly Cloudy,999.44,1,Autumn,3.0,Mountain,Rainy,1
28.0,71,10.5,79.0,Overcast,998.57,1,Autumn,2.0,Coastal,Rainy,1
0.0,60,5.0,56.0,Partly Cloudy,995.59,1,Winter,1.5,Mountain,Snowy,2
33.0,67,4.5,46.0,Overcast,1013.32,4,Spring,9.0,Mountain,Cloudy,0
0.0,88,4.5,59.0,Overcast,983.67,0,Winter,4.0,Inland,Snowy,2
32.0,68,6.0,1.0,Clear,1016.28,10,Spring,9.5,Mountain,Sunny,3
28.0,66,12.5,45.0,Partly Cloudy,1000.76,2,Winter,9.0,Inland,Cloudy,0
24.0,66,9.5,47.0,Partly Cloudy,1004.79,4,Winter,5.5,Coastal,Cloudy,0
35.0,48,2.5,16.0,Partly Cloudy,1015.9,5,Autumn,7.0,Mountain,Sunny,3
10.0,44,7.5,28.0,Partly Cloudy,961.8412499999998,13,Spring,3.5,Mountain,Sunny,3
-8.0,63,19.5,52.0,Overcast,983.82,0,Winter,2.0,Inland,Snowy,2
21.0,59,2.5,0.0,Clear,1017.02,9,Autumn,6.0,Inland,Sunny,3
11.0,70,7.0,12.0,Partly Cloudy,1005.16,3,Autumn,7.5,Coastal,Cloudy,0
39.0,94,15.5,94.0,Overcast,1010.92,5,Autumn,1.5,Mountain,Rainy,1
-5.0,87,3.5,52.0,Overcast,985.21,0,Winter,1.0,Inland,Snowy,2
20.0,78,12.5,89.0,Clear,1016.65,13,Autumn,8.5,Mountain,Sunny,3
17.0,74,10.5,100.0,Overcast,1018.89,12,Autumn,6.0,Inland,Rainy,1
27.0,77,0.0,30.0,Overcast,1008.97,4,Summer,8.5,Mountain,Cloudy,0
39.0,60,9.5,13.0,Clear,1013.69,8,Spring,8.0,Coastal,Sunny,3
1.0,100,26.25,90.0,Overcast,988.38,5,Winter,4.0,Mountain,Snowy,2
13.0,83,7.0,90.0,Overcast,999.27,2,Winter,1.5,Inland,Rainy,1
59.0,100,8.5,100.0,Clear,1023.39,13,Winter,9.0,Mountain,Sunny,3
-1.0,93,13.5,62.0,Overcast,988.34,0,Winter,3.5,Inland,Snowy,2
32.0,66,1.5,33.0,Partly Cloudy,1010.87,1,Spring,8.5,Mountain,Cloudy,0
0.0,78,19.5,85.0,Overcast,998.09,0,Winter,2.0,Mountain,Snowy,2
-4.0,61,8.0,73.0,Overcast,990.23,0,Winter,3.5,Mountain,Snowy,2
-2.0,94,14.0,60.0,Partly Cloudy,991.2,1,Winter,3.0,Inland,Snowy,2
42.0,26,6.5,6.0,Clear,1011.69,7,Summer,7.5,Inland,Sunny,3
11.0,86,16.0,64.0,Overcast,990.95,2,Summer,2.5,Coastal,Rainy,1
25.0,24,7.5,18.0,Clear,1027.27,5,Winter,8.5,Inland,Sunny,3
26.0,95,12.5,66.0,Overcast,1009.96,1,Summer,2.5,Coastal,Rainy,1
14.0,96,16.0,59.0,Overcast,1016.65,2,Spring,4.0,Inland,Rainy,1
-6.0,69,4.0,74.0,Partly Cloudy,982.49,1,Winter,4.0,Mountain,Snowy,2
18.0,78,3.0,15.0,Partly Cloudy,1011.45,2,Summer,8.5,Inland,Cloudy,0
28.0,66,4.0,5.0,Clear,1018.89,7,Summer,9.0,Coastal,Sunny,3
27.0,63,2.5,16.0,Partly Cloudy,1029.77,11,Autumn,9.5,Mountain,Sunny,3
15.0,75,6.0,30.0,Partly Cloudy,1010.66,2,Summer,6.5,Coastal,Cloudy,0
-5.0,36,9.0,72.0,Partly Cloudy,1049.7312500000003,3,Winter,2.0,Inland,Snowy,2
-2.0,68,9.0,97.0,Overcast,988.46,0,Winter,4.0,Mountain,Snowy,2
31.0,59,14.5,20.0,Overcast,1001.96,1,Spring,7.5,Mountain,Cloudy,0
29.0,55,7.0,20.0,Overcast,1019.91,4,Spring,5.5,Inland,Cloudy,0
18.0,69,13.5,43.0,Overcast,1003.49,4,Summer,7.5,Mountain,Cloudy,0
17.0,54,1.5,20.0,Overcast,1015.92,4,Winter,8.5,Coastal,Cloudy,0
32.0,59,7.5,43.0,Overcast,1010.05,1,Autumn,7.0,Coastal,Cloudy,0
32.0,78,6.5,31.0,Overcast,968.75,1,Spring,5.0,Inland,Sunny,3
40.0,96,1.0,88.0,Clear,1021.63,0,Summer,7.5,Mountain,Sunny,3
27.0,77,16.0,95.0,Partly Cloudy,1023.17,0,Summer,10.5,Coastal,Sunny,3
20.0,65,10.0,42.0,Cloudy,1049.7312500000003,10,Autumn,14.25,Coastal,Snowy,2
-8.0,89,7.0,75.0,Partly Cloudy,987.39,1,Winter,4.0,Inland,Snowy,2
44.0,40,6.0,15.0,Clear,1026.5,11,Autumn,6.5,Mountain,Sunny,3
17.0,63,9.0,10.0,Overcast,1011.5,3,Winter,6.5,Inland,Cloudy,0
23.0,100,0.0,91.0,Clear,1029.8,4,Spring,7.0,Coastal,Sunny,3
17.0,65,15.0,60.0,Partly Cloudy,1001.27,3,Autumn,4.0,Mountain,Rainy,1
41.0,38,1.5,8.0,Clear,1028.58,8,Winter,9.5,Inland,Sunny,3
13.0,65,6.5,86.0,Cloudy,961.8412499999998,6,Autumn,14.25,Inland,Snowy,2
24.0,54,14.5,10.0,Overcast,1017.7,1,Summer,5.5,Coastal,Cloudy,0
25.0,51,4.0,3.0,Clear,1017.49,9,Summer,7.5,Mountain,Sunny,3
22.0,47,2.5,1.0,Clear,1025.67,7,Autumn,8.5,Mountain,Sunny,3
31.0,100,26.25,76.0,Overcast,1001.99,0,Summer,8.0,Coastal,Cloudy,0
2.0,80,16.0,77.0,Overcast,996.19,4,Winter,1.5,Mountain,Snowy,2
33.0,42,4.0,8.0,Partly Cloudy,1021.96,5,Spring,9.0,Coastal,Sunny,3
23.0,23,3.5,8.0,Clear,1027.69,5,Spring,6.5,Mountain,Sunny,3
32.0,61,6.0,97.0,Overcast,1000.84,0,Spring,3.0,Inland,Rainy,1
35.0,29,9.0,20.0,Cloudy,1049.7312500000003,7,Autumn,14.25,Inland,Cloudy,0
13.0,50,6.0,13.0,Partly Cloudy,1001.38,1,Summer,7.5,Mountain,Cloudy,0
12.0,54,10.5,47.0,Partly Cloudy,1007.02,3,Spring,7.0,Coastal,Cloudy,0
26.0,33,7.5,6.0,Clear,1025.21,8,Spring,7.5,Mountain,Sunny,3
23.0,63,3.0,18.0,Clear,1024.52,5,Winter,8.0,Inland,Sunny,3
23.0,100,3.5,76.0,Partly Cloudy,1028.36,8,Summer,4.0,Coastal,Sunny,3
-3.0,91,19.5,51.0,Overcast,985.77,0,Winter,2.5,Inland,Snowy,2
12.0,56,11.5,26.0,Partly Cloudy,1003.73,3,Winter,5.5,Coastal,Cloudy,0
-6.0,95,3.5,82.0,Overcast,990.75,11,Winter,1.0,Inland,Snowy,2
5.0,100,12.5,79.0,Overcast,996.81,0,Winter,5.0,Mountain,Snowy,2
4.0,62,7.0,68.0,Overcast,991.16,0,Winter,4.0,Mountain,Snowy,2
-2.0,71,6.0,91.0,Overcast,989.38,0,Winter,3.0,Inland,Snowy,2
22.0,78,16.5,74.0,Overcast,990.53,3,Summer,4.0,Mountain,Rainy,1
29.0,83,17.5,81.0,Overcast,1000.77,2,Winter,4.5,Inland,Rainy,1
28.0,67,2.5,28.0,Partly Cloudy,1045.99,8,Summer,3.0,Coastal,Cloudy,0
3.0,74,15.5,92.0,Overcast,981.7,1,Winter,1.5,Mountain,Snowy,2
29.0,82,18.0,78.0,Overcast,991.54,3,Spring,4.0,Inland,Rainy,1
-10.0,75,8.5,94.0,Overcast,990.03,0,Winter,4.0,Mountain,Snowy,2
18.0,75,11.0,20.0,Partly Cloudy,1003.14,4,Autumn,7.5,Inland,Cloudy,0
39.0,39,3.5,16.0,Partly Cloudy,1014.76,8,Summer,8.0,Inland,Sunny,3
26.0,60,1.5,14.0,Clear,1028.72,5,Autumn,8.5,Inland,Sunny,3
0.0,83,18.5,78.0,Overcast,992.31,1,Winter,4.0,Mountain,Snowy,2
29.0,91,19.5,86.0,Overcast,1010.19,0,Winter,4.5,Coastal,Rainy,1
-7.0,70,15.0,30.0,Partly Cloudy,1049.7312500000003,9,Winter,2.5,Inland,Snowy,2
2.0,32,5.0,49.0,Partly Cloudy,961.8412499999998,0,Spring,3.0,Inland,Sunny,3
20.0,48,9.0,8.0,Clear,1012.09,10,Summer,6.5,Coastal,Sunny,3
43.0,60,3.5,2.0,Clear,1011.03,8,Spring,7.5,Mountain,Sunny,3
33.0,69,5.0,81.0,Partly Cloudy,994.68,12,Autumn,14.25,Inland,Snowy,2
26.0,83,10.5,72.0,Overcast,1004.7,1,Summer,8.0,Coastal,Cloudy,0
34.0,53,6.5,41.0,Partly Cloudy,1013.81,1,Winter,8.0,Coastal,Cloudy,0
31.0,71,11.5,51.0,Overcast,999.2,2,Winter,4.0,Coastal,Rainy,1
16.0,100,17.5,95.0,Overcast,1004.72,12,Autumn,1.5,Coastal,Cloudy,0
-8.0,96,16.0,91.0,Overcast,998.14,1,Winter,3.5,Inland,Snowy,2
12.0,56,0.5,48.0,Partly Cloudy,1008.67,3,Autumn,7.0,Coastal,Cloudy,0
31.0,95,5.5,79.0,Overcast,994.38,3,Autumn,4.5,Coastal,Rainy,1
15.0,95,5.5,54.0,Overcast,996.04,1,Winter,1.5,Mountain,Rainy,1
20.0,79,9.5,40.0,Partly Cloudy,1004.02,1,Spring,5.0,Mountain,Cloudy,0
38.0,40,5.0,11.0,Clear,1010.5,9,Autumn,9.5,Coastal,Sunny,3
25.0,27,4.0,15.0,Clear,1017.86,5,Autumn,7.5,Mountain,Sunny,3
34.0,45,7.0,8.0,Clear,1019.45,9,Winter,7.0,Inland,Sunny,3
19.0,65,5.5,34.0,Partly Cloudy,1049.7312500000003,5,Winter,1.0,Mountain,Sunny,3
27.0,72,15.5,57.0,Overcast,991.14,1,Summer,4.0,Coastal,Rainy,1
37.0,57,3.5,16.0,Clear,1010.9,5,Autumn,9.5,Mountain,Sunny,3
34.0,79,13.5,89.0,Overcast,990.29,0,Summer,2.5,Inland,Rainy,1
-16.0,98,4.5,73.0,Overcast,994.1,0,Winter,0.0,Inland,Snowy,2
31.0,29,7.0,16.0,Partly Cloudy,1023.21,5,Spring,7.0,Coastal,Sunny,3
21.0,100,18.0,96.0,Overcast,992.8,9,Autumn,1.5,Mountain,Rainy,1
3.0,88,19.0,74.0,Overcast,986.86,1,Winter,3.5,Inland,Snowy,2
20.0,21,9.0,9.0,Partly Cloudy,1013.66,9,Autumn,7.5,Coastal,Sunny,3
31.0,52,7.0,19.0,Clear,1024.37,7,Summer,8.0,Mountain,Sunny,3
39.0,34,3.5,5.0,Clear,1016.3,7,Spring,7.5,Inland,Sunny,3
71.5,76,3.0,93.0,Clear,1014.26,13,Winter,3.0,Inland,Sunny,3
16.0,50,9.0,32.0,Partly Cloudy,1000.8,1,Autumn,7.5,Mountain,Cloudy,0
19.0,70,26.25,100.0,Overcast,1012.31,9,Summer,2.0,Inland,Rainy,1
-9.0,94,0.0,56.0,Overcast,987.75,1,Winter,3.5,Mountain,Snowy,2
19.0,91,6.5,68.0,Overcast,1016.8,2,Summer,2.0,Coastal,Rainy,1
-2.0,83,3.5,52.0,Overcast,999.04,1,Winter,3.5,Mountain,Snowy,2
15.0,79,0.0,39.0,Partly Cloudy,1015.32,4,Summer,6.0,Coastal,Cloudy,0
-19.0,51,10.0,26.0,Overcast,1049.7312500000003,6,Spring,14.25,Mountain,Cloudy,0
26.0,50,3.0,20.0,Partly Cloudy,1008.81,1,Summer,5.5,Inland,Cloudy,0
18.0,98,21.0,92.0,Partly Cloudy,1010.14,8,Spring,11.0,Coastal,Cloudy,0
44.0,65,6.5,3.0,Clear,1021.53,8,Autumn,7.0,Coastal,Sunny,3
42.0,52,3.0,12.0,Partly Cloudy,1025.53,9,Summer,5.5,Mountain,Sunny,3
15.0,51,14.0,44.0,Partly Cloudy,1006.17,2,Summer,7.5,Mountain,Cloudy,0
52.0,100,7.0,96.0,Clear,1021.67,1,Summer,6.5,Coastal,Sunny,3
0.0,89,19.5,54.0,Overcast,994.67,0,Winter,3.5,Mountain,Snowy,2
-9.0,88,5.0,63.0,Overcast,981.68,0,Winter,3.0,Inland,Snowy,2
41.0,46,0.5,11.0,Clear,1023.72,10,Autumn,7.0,Inland,Sunny,3
11.0,68,7.0,81.0,Partly Cloudy,1004.46,3,Summer,1.5,Inland,Rainy,1
2.0,41,14.5,94.0,Partly Cloudy,1049.7312500000003,11,Winter,1.0,Mountain,Snowy,2
26.0,68,6.5,32.0,Overcast,1015.95,2,Spring,6.0,Coastal,Cloudy,0
19.0,87,1.0,70.0,Partly Cloudy,1012.87,3,Winter,11.5,Inland,Sunny,3
15.0,99,13.5,80.0,Overcast,1002.93,14,Spring,9.0,Coastal,Cloudy,0
33.0,60,7.0,37.0,Partly Cloudy,1009.8,2,Summer,6.0,Mountain,Cloudy,0
26.0,71,4.0,39.0,Partly Cloudy,1011.13,4,Spring,6.0,Coastal,Cloudy,0
31.0,94,5.0,53.0,Partly Cloudy,1000.48,3,Winter,4.0,Coastal,Rainy,1
34.0,89,5.5,85.0,Partly Cloudy,994.36,0,Spring,1.5,Mountain,Rainy,1
-10.0,76,17.0,51.0,Overcast,988.06,1,Winter,2.0,Mountain,Snowy,2
45.0,95,3.0,100.0,Overcast,1013.55,1,Spring,8.0,Coastal,Cloudy,0
29.0,81,5.0,95.0,Overcast,990.38,2,Winter,4.5,Mountain,Rainy,1
24.0,94,5.5,58.0,Overcast,999.28,2,Winter,1.5,Coastal,Rainy,1
14.0,95,15.0,52.0,Overcast,1001.31,3,Spring,2.5,Coastal,Rainy,1
28.0,66,1.5,8.0,Clear,1028.57,6,Winter,8.0,Coastal,Sunny,3
16.0,79,12.5,65.0,Partly Cloudy,994.52,1,Spring,1.0,Coastal,Rainy,1
17.0,66,9.5,28.0,Partly Cloudy,1006.33,4,Summer,6.5,Coastal,Cloudy,0
22.0,76,2.5,35.0,Overcast,1006.76,4,Summer,7.0,Inland,Cloudy,0
38.0,49,11.5,56.0,Partly Cloudy,1049.7312500000003,13,Autumn,13.0,Inland,Sunny,3
31.0,69,5.5,73.0,Partly Cloudy,1010.26,3,Winter,4.0,Coastal,Rainy,1
-13.0,100,18.0,93.0,Overcast,984.22,9,Winter,5.5,Inland,Snowy,2
23.0,94,18.0,50.0,Partly Cloudy,1003.54,1,Summer,2.0,Mountain,Rainy,1
19.0,76,9.5,14.0,Overcast,1012.3,2,Spring,6.5,Inland,Cloudy,0
39.0,84,26.25,71.0,Partly Cloudy,1019.59,3,Winter,4.0,Mountain,Rainy,1
4.0,74,8.5,77.0,Overcast,987.85,1,Winter,3.5,Inland,Snowy,2
2.0,80,12.5,93.0,Overcast,987.85,1,Winter,1.5,Inland,Snowy,2
-9.0,77,3.0,97.0,Overcast,990.49,0,Winter,3.0,Mountain,Snowy,2
23.0,63,2.0,16.0,Partly Cloudy,1015.73,4,Spring,8.5,Coastal,Cloudy,0
13.0,60,5.5,31.0,Overcast,1019.03,2,Spring,5.5,Inland,Cloudy,0
19.0,59,1.0,25.0,Overcast,1011.4,3,Autumn,5.0,Coastal,Cloudy,0
17.0,89,17.5,89.0,Overcast,1001.82,1,Spring,4.5,Coastal,Rainy,1
41.0,20,1.5,13.0,Clear,1028.27,5,Winter,9.0,Mountain,Sunny,3
6.0,76,2.5,64.0,Partly Cloudy,1000.66,6,Spring,0.0,Inland,Snowy,2
